restaurant_id,restaurant_name,city,cuisine,review_id,text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_label
253,Bistro's Japanese Point,Jaipur,Mexican,253_2,Excellent service and quick delivery. The sushi is a must-try.,0.5719,0.316,0.0,0.684,Positive
254,Palace's Mexican Junction,Lucknow,Italian,254_0,Poor service and the dosa was nothing special.,-0.6551,0.0,0.472,0.528,Negative
254,Palace's Mexican Junction,Lucknow,Italian,254_1,The momos was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
254,Palace's Mexican Junction,Lucknow,Italian,254_2,The noodles tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
255,Corner's Street Food Corner,Bangalore,Japanese,255_0,Nothing special but not bad either. Typical Japanese fare.,0.4847,0.304,0.131,0.564,Positive
255,Corner's Street Food Corner,Bangalore,Japanese,255_1,Nothing special but not bad either. Typical Japanese fare.,0.4847,0.304,0.131,0.564,Positive
255,Corner's Street Food Corner,Bangalore,Japanese,255_2,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
256,Garden Tales,Ahmedabad,Cafe,256_0,Five stars for the pizza and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
256,Garden Tales,Ahmedabad,Cafe,256_1,The noodles tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
256,Garden Tales,Ahmedabad,Cafe,256_2,Poor service and the burger was nothing special.,-0.6551,0.0,0.472,0.528,Negative
257,Corner Eatery,Chennai,Italian,257_0,Best Italian restaurant in Chennai. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
257,Corner Eatery,Chennai,Italian,257_1,The curry tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
257,Corner Eatery,Chennai,Italian,257_2,The thali tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
258,Royal's Thai World,Hyderabad,Mughlai,258_0,Great ambiance and friendly staff. Highly recommend the momos.,0.8777,0.627,0.0,0.373,Positive
258,Royal's Thai World,Hyderabad,Mughlai,258_1,Average place for a quick meal. pizza was acceptable.,0.3182,0.247,0.0,0.753,Positive
258,Royal's Thai World,Hyderabad,Mughlai,258_2,Nothing special but not bad either. Typical Mughlai fare.,0.4847,0.304,0.131,0.564,Positive
259,Garden's Cafe Point,Ahmedabad,Biryani,259_0,Best Biryani restaurant in Ahmedabad. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
259,Garden's Cafe Point,Ahmedabad,Biryani,259_1,Five stars for the biryani and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
259,Garden's Cafe Point,Ahmedabad,Biryani,259_2,"Decent Biryani food. The curry was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
260,Fusion Tales,Bangalore,Continental,260_0,Loved the butter chicken. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
260,Fusion Tales,Bangalore,Continental,260_1,Cozy place with authentic Continental flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
260,Fusion Tales,Bangalore,Continental,260_2,Excellent service and quick delivery. The momos is a must-try.,0.5719,0.316,0.0,0.684,Positive
261,Modern's Street Food Lounge,Chennai,Continental,261_0,Poor service and the dal makhani was nothing special.,-0.6551,0.0,0.434,0.566,Negative
261,Modern's Street Food Lounge,Chennai,Continental,261_1,The momos was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
261,Modern's Street Food Lounge,Chennai,Continental,261_2,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
262,Taste's North Indian Tales,Hyderabad,Fast Food,262_0,Disappointing experience. The pasta was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
262,Taste's North Indian Tales,Hyderabad,Fast Food,262_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
262,Taste's North Indian Tales,Hyderabad,Fast Food,262_2,The burger was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
263,Kitchen's Thai Delight,Kolkata,South Indian,263_0,"Decent South Indian food. The curry was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
263,Kitchen's Thai Delight,Kolkata,South Indian,263_1,Expected better South Indian food. Very underwhelming.,0.4404,0.326,0.0,0.674,Positive
263,Kitchen's Thai Delight,Kolkata,South Indian,263_2,Excellent service and quick delivery. The momos is a must-try.,0.5719,0.316,0.0,0.684,Positive
264,Fusion's Biryani House,Lucknow,Italian,264_0,Average at best. There are better Italian places in Lucknow.,0.7964,0.47,0.0,0.53,Positive
264,Fusion's Biryani House,Lucknow,Italian,264_1,Average place for a quick meal. fried rice was acceptable.,0.3182,0.223,0.0,0.777,Positive
264,Fusion's Biryani House,Lucknow,Italian,264_2,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
265,Garden's Chinese Zone,Lucknow,Japanese,265_0,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
265,Garden's Chinese Zone,Lucknow,Japanese,265_1,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
265,Garden's Chinese Zone,Lucknow,Japanese,265_2,The thali was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
266,Garden Kitchen,Mumbai,Chinese,266_0,Five stars for the dosa and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
266,Garden Kitchen,Mumbai,Chinese,266_1,Outstanding quality. The pizza exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
266,Garden Kitchen,Mumbai,Chinese,266_2,Five stars for the biryani and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
267,Cafe's Mughlai World,Lucknow,Chinese,267_0,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
267,Cafe's Mughlai World,Lucknow,Chinese,267_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
267,Cafe's Mughlai World,Lucknow,Chinese,267_2,Cozy place with authentic Chinese flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
268,Golden's Japanese Zone,Jaipur,Mexican,268_0,Average at best. There are better Mexican places in Jaipur.,0.7964,0.47,0.0,0.53,Positive
268,Golden's Japanese Zone,Jaipur,Mexican,268_1,Expected better Mexican food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
268,Golden's Japanese Zone,Jaipur,Mexican,268_2,The momos tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
269,Flavors's Fast Food Corner,Chennai,Chinese,269_0,Outstanding quality. The pasta exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
269,Flavors's Fast Food Corner,Chennai,Chinese,269_1,Outstanding quality. The butter chicken exceeded my expectations.,0.6124,0.364,0.0,0.636,Positive
269,Flavors's Fast Food Corner,Chennai,Chinese,269_2,Five stars for the curry and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
270,Flavors's Japanese Tales,Pune,Italian,270_0,Average place for a quick meal. sushi was acceptable.,0.3182,0.247,0.0,0.753,Positive
270,Flavors's Japanese Tales,Pune,Italian,270_1,Great ambiance and friendly staff. Highly recommend the paneer tikka.,0.8777,0.59,0.0,0.41,Positive
270,Flavors's Japanese Tales,Pune,Italian,270_2,Expected better Italian food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
271,Fusion Lounge,Hyderabad,Mughlai,271_0,Expected better Mughlai food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
271,Fusion Lounge,Hyderabad,Mughlai,271_1,Amazing Mughlai food! The curry was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
271,Fusion Lounge,Hyderabad,Mughlai,271_2,Amazing Mughlai food! The pasta was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
272,Cafe's Chinese Kitchen,Bangalore,Desserts,272_0,Cozy place with authentic Desserts flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
272,Cafe's Chinese Kitchen,Bangalore,Desserts,272_1,Outstanding quality. The dal makhani exceeded my expectations.,0.6124,0.364,0.0,0.636,Positive
272,Cafe's Chinese Kitchen,Bangalore,Desserts,272_2,Amazing Desserts food! The momos was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
273,Modern Hub,Mumbai,Mexican,273_0,The tacos was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
273,Modern Hub,Mumbai,Mexican,273_1,"Decent Mexican food. The paneer tikka was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
273,Modern Hub,Mumbai,Mexican,273_2,Outstanding quality. The noodles exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
274,Heritage's Mughlai Point,Delhi,Fast Food,274_0,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
274,Heritage's Mughlai Point,Delhi,Fast Food,274_1,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
274,Heritage's Mughlai Point,Delhi,Fast Food,274_2,Excellent service and quick delivery. The thali is a must-try.,0.5719,0.316,0.0,0.684,Positive
275,Kitchen Kitchen,Hyderabad,South Indian,275_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
275,Kitchen Kitchen,Hyderabad,South Indian,275_1,Amazing South Indian food! The noodles was perfectly cooked and full of flavor.,0.8516,0.43,0.0,0.57,Positive
275,Kitchen Kitchen,Hyderabad,South Indian,275_2,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
276,Palace Eatery,Ahmedabad,South Indian,276_0,Best South Indian restaurant in Ahmedabad. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
276,Palace Eatery,Ahmedabad,South Indian,276_1,Loved the pizza. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
276,Palace Eatery,Ahmedabad,South Indian,276_2,The burger was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
277,Express Bites,Kolkata,Thai,277_0,Outstanding quality. The fried rice exceeded my expectations.,0.6124,0.364,0.0,0.636,Positive
277,Express Bites,Kolkata,Thai,277_1,Cozy place with authentic Thai flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
277,Express Bites,Kolkata,Thai,277_2,Expected better Thai food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
278,Cafe's Fast Food Kitchen,Bangalore,Continental,278_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
278,Cafe's Fast Food Kitchen,Bangalore,Continental,278_1,Nothing special but not bad either. Typical Continental fare.,0.4847,0.304,0.131,0.564,Positive
278,Cafe's Fast Food Kitchen,Bangalore,Continental,278_2,The momos tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
279,Fusion Hub,Kolkata,Italian,279_0,Cozy place with authentic Italian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
279,Fusion Hub,Kolkata,Italian,279_1,Great ambiance and friendly staff. Highly recommend the pizza.,0.8777,0.627,0.0,0.373,Positive
279,Fusion Hub,Kolkata,Italian,279_2,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
280,Corner's Cafe Kitchen,Ahmedabad,Italian,280_0,Excellent service and quick delivery. The curry is a must-try.,0.5719,0.316,0.0,0.684,Positive
280,Corner's Cafe Kitchen,Ahmedabad,Italian,280_1,Great ambiance and friendly staff. Highly recommend the biryani.,0.8777,0.627,0.0,0.373,Positive
280,Corner's Cafe Kitchen,Ahmedabad,Italian,280_2,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
281,Garden Lounge,Mumbai,Thai,281_0,"Decent Thai food. The momos was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
281,Garden Lounge,Mumbai,Thai,281_1,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
281,Garden Lounge,Mumbai,Thai,281_2,Loved the kebab. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
282,Urban's Fast Food Bites,Hyderabad,Fast Food,282_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
282,Urban's Fast Food Bites,Hyderabad,Fast Food,282_1,Nothing special but not bad either. Typical Fast Food fare.,0.4847,0.282,0.122,0.597,Positive
282,Urban's Fast Food Bites,Hyderabad,Fast Food,282_2,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
283,Modern Tales,Kolkata,Fast Food,283_0,The fried rice was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
283,Modern Tales,Kolkata,Fast Food,283_1,Average place for a quick meal. burger was acceptable.,0.3182,0.247,0.0,0.753,Positive
283,Modern Tales,Kolkata,Fast Food,283_2,The dal makhani was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
284,Heritage House,Jaipur,Desserts,284_0,Amazing Desserts food! The paneer tikka was perfectly cooked and full of flavor.,0.8516,0.43,0.0,0.57,Positive
284,Heritage House,Jaipur,Desserts,284_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
284,Heritage House,Jaipur,Desserts,284_2,Loved the kebab. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
285,Golden's Italian Junction,Chennai,Fast Food,285_0,Cozy place with authentic Fast Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
285,Golden's Italian Junction,Chennai,Fast Food,285_1,Cozy place with authentic Fast Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
285,Golden's Italian Junction,Chennai,Fast Food,285_2,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
286,Kitchen's Mughlai Spot,Delhi,Desserts,286_0,Excellent service and quick delivery. The pizza is a must-try.,0.5719,0.316,0.0,0.684,Positive
286,Kitchen's Mughlai Spot,Delhi,Desserts,286_1,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
286,Kitchen's Mughlai Spot,Delhi,Desserts,286_2,Poor service and the dosa was nothing special.,-0.6551,0.0,0.472,0.528,Negative
287,Cafe's Chinese Story,Delhi,Mughlai,287_0,Five stars for the butter chicken and the warm hospitality.,0.2263,0.174,0.0,0.826,Positive
287,Cafe's Chinese Story,Delhi,Mughlai,287_1,Amazing Mughlai food! The biryani was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
287,Cafe's Chinese Story,Delhi,Mughlai,287_2,Best Mughlai restaurant in Delhi. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
288,Express Junction,Mumbai,Cafe,288_0,Excellent service and quick delivery. The dosa is a must-try.,0.5719,0.316,0.0,0.684,Positive
288,Express Junction,Mumbai,Cafe,288_1,Cozy place with authentic Cafe flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
288,Express Junction,Mumbai,Cafe,288_2,Amazing Cafe food! The dosa was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
289,House's Biryani House,Kolkata,Fast Food,289_0,Average at best. There are better Fast Food places in Kolkata.,0.7964,0.441,0.0,0.559,Positive
289,House's Biryani House,Kolkata,Fast Food,289_1,The paneer tikka tasted stale. Hygiene standards need improvement.,0.4588,0.273,0.0,0.727,Positive
289,House's Biryani House,Kolkata,Fast Food,289_2,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
290,Royal Corner,Delhi,South Indian,290_0,Amazing South Indian food! The burger was perfectly cooked and full of flavor.,0.8516,0.43,0.0,0.57,Positive
290,Royal Corner,Delhi,South Indian,290_1,Cozy place with authentic South Indian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
290,Royal Corner,Delhi,South Indian,290_2,Average at best. There are better South Indian places in Delhi.,0.7964,0.441,0.0,0.559,Positive
291,Cafe's Italian Eatery,Pune,Chinese,291_0,Best Chinese restaurant in Pune. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
291,Cafe's Italian Eatery,Pune,Chinese,291_1,Great ambiance and friendly staff. Highly recommend the kebab.,0.8777,0.627,0.0,0.373,Positive
291,Cafe's Italian Eatery,Pune,Chinese,291_2,Amazing Chinese food! The kebab was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
292,Heritage Garden,Hyderabad,Fast Food,292_0,Amazing Fast Food food! The pasta was perfectly cooked and full of flavor.,0.8516,0.43,0.0,0.57,Positive
292,Heritage Garden,Hyderabad,Fast Food,292_1,Amazing Fast Food food! The paneer tikka was perfectly cooked and full of flavor.,0.8516,0.409,0.0,0.591,Positive
292,Heritage Garden,Hyderabad,Fast Food,292_2,Excellent service and quick delivery. The thali is a must-try.,0.5719,0.316,0.0,0.684,Positive
293,Urban's Biryani House,Mumbai,South Indian,293_0,"Decent South Indian food. The momos was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
293,Urban's Biryani House,Mumbai,South Indian,293_1,Average place for a quick meal. kebab was acceptable.,0.3182,0.247,0.0,0.753,Positive
293,Urban's Biryani House,Mumbai,South Indian,293_2,Nothing special but not bad either. Typical South Indian fare.,0.4847,0.282,0.122,0.597,Positive
294,Kitchen Express,Jaipur,South Indian,294_0,Excellent service and quick delivery. The butter chicken is a must-try.,0.5719,0.291,0.0,0.709,Positive
294,Kitchen Express,Jaipur,South Indian,294_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
294,Kitchen Express,Jaipur,South Indian,294_2,Cozy place with authentic South Indian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
295,Garden's Biryani Corner,Jaipur,Mexican,295_0,The butter chicken was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
295,Garden's Biryani Corner,Jaipur,Mexican,295_1,Five stars for the noodles and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
295,Garden's Biryani Corner,Jaipur,Mexican,295_2,Five stars for the pasta and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
296,Fusion House,Bangalore,Japanese,296_0,Best Japanese restaurant in Bangalore. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
296,Fusion House,Bangalore,Japanese,296_1,The tacos was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
296,Fusion House,Bangalore,Japanese,296_2,Best Japanese restaurant in Bangalore. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
297,Classic Bites,Jaipur,Desserts,297_0,Average place for a quick meal. butter chicken was acceptable.,0.3182,0.223,0.0,0.777,Positive
297,Classic Bites,Jaipur,Desserts,297_1,Excellent service and quick delivery. The dal makhani is a must-try.,0.5719,0.291,0.0,0.709,Positive
297,Classic Bites,Jaipur,Desserts,297_2,"Decent Desserts food. The pasta was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
298,Kitchen's Continental Bites,Lucknow,Biryani,298_0,Amazing Biryani food! The noodles was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
298,Kitchen's Continental Bites,Lucknow,Biryani,298_1,Outstanding quality. The momos exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
298,Kitchen's Continental Bites,Lucknow,Biryani,298_2,Average at best. There are better Biryani places in Lucknow.,0.7964,0.47,0.0,0.53,Positive
299,Corner's Italian House,Ahmedabad,Chinese,299_0,Average place for a quick meal. butter chicken was acceptable.,0.3182,0.223,0.0,0.777,Positive
299,Corner's Italian House,Ahmedabad,Chinese,299_1,The noodles tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
299,Corner's Italian House,Ahmedabad,Chinese,299_2,Outstanding quality. The tacos exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
300,Royal's Street Food Tales,Kolkata,Japanese,300_0,Amazing Japanese food! The burger was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
300,Royal's Street Food Tales,Kolkata,Japanese,300_1,Amazing Japanese food! The pizza was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
300,Royal's Street Food Tales,Kolkata,Japanese,300_2,Five stars for the noodles and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
301,Golden Story,Mumbai,Italian,301_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
301,Golden Story,Mumbai,Italian,301_1,Disappointing experience. The kebab was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
301,Golden Story,Mumbai,Italian,301_2,Average at best. There are better Italian places in Mumbai.,0.7964,0.47,0.0,0.53,Positive
302,Golden's Cafe Lounge,Lucknow,Desserts,302_0,Loved the butter chicken. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
302,Golden's Cafe Lounge,Lucknow,Desserts,302_1,Cozy place with authentic Desserts flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
302,Golden's Cafe Lounge,Lucknow,Desserts,302_2,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
303,Fusion's Mexican Hub,Pune,South Indian,303_0,Five stars for the sushi and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
303,Fusion's Mexican Hub,Pune,South Indian,303_1,Poor service and the biryani was nothing special.,-0.6551,0.0,0.472,0.528,Negative
303,Fusion's Mexican Hub,Pune,South Indian,303_2,Best South Indian restaurant in Pune. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
304,Modern's Continental Eatery,Ahmedabad,Mexican,304_0,Excellent service and quick delivery. The tacos is a must-try.,0.5719,0.316,0.0,0.684,Positive
304,Modern's Continental Eatery,Ahmedabad,Mexican,304_1,Average at best. There are better Mexican places in Ahmedabad.,0.7964,0.47,0.0,0.53,Positive
304,Modern's Continental Eatery,Ahmedabad,Mexican,304_2,Average at best. There are better Mexican places in Ahmedabad.,0.7964,0.47,0.0,0.53,Positive
305,Flavors's North Indian House,Ahmedabad,Japanese,305_0,The thali tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
305,Flavors's North Indian House,Ahmedabad,Japanese,305_1,Amazing Japanese food! The biryani was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
305,Flavors's North Indian House,Ahmedabad,Japanese,305_2,Amazing Japanese food! The momos was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
306,Golden's South Indian Spot,Delhi,Japanese,306_0,Nothing special but not bad either. Typical Japanese fare.,0.4847,0.304,0.131,0.564,Positive
306,Golden's South Indian Spot,Delhi,Japanese,306_1,"Decent Japanese food. The momos was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
306,Golden's South Indian Spot,Delhi,Japanese,306_2,Five stars for the kebab and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
307,House House,Chennai,Continental,307_0,Loved the dal makhani. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
307,House House,Chennai,Continental,307_1,Great ambiance and friendly staff. Highly recommend the biryani.,0.8777,0.627,0.0,0.373,Positive
307,House House,Chennai,Continental,307_2,Expected better Continental food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
308,Urban's Japanese Eatery,Lucknow,Biryani,308_0,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
308,Urban's Japanese Eatery,Lucknow,Biryani,308_1,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
308,Urban's Japanese Eatery,Lucknow,Biryani,308_2,Outstanding quality. The butter chicken exceeded my expectations.,0.6124,0.364,0.0,0.636,Positive
309,Spice's Thai Lounge,Kolkata,North Indian,309_0,Expected better North Indian food. Very underwhelming.,0.4404,0.326,0.0,0.674,Positive
309,Spice's Thai Lounge,Kolkata,North Indian,309_1,The thali was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
309,Spice's Thai Lounge,Kolkata,North Indian,309_2,Poor service and the kebab was nothing special.,-0.6551,0.0,0.472,0.528,Negative
310,Express's Mughlai House,Kolkata,Desserts,310_0,Cozy place with authentic Desserts flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
310,Express's Mughlai House,Kolkata,Desserts,310_1,"Decent Desserts food. The curry was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
310,Express's Mughlai House,Kolkata,Desserts,310_2,Average at best. There are better Desserts places in Kolkata.,0.7964,0.47,0.0,0.53,Positive
311,Taste's Japanese Delight,Kolkata,Desserts,311_0,Amazing Desserts food! The burger was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
311,Taste's Japanese Delight,Kolkata,Desserts,311_1,Cozy place with authentic Desserts flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
311,Taste's Japanese Delight,Kolkata,Desserts,311_2,Best Desserts restaurant in Kolkata. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
312,Kitchen's Mexican Zone,Jaipur,Mughlai,312_0,The pizza was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
312,Kitchen's Mexican Zone,Jaipur,Mughlai,312_1,The burger was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
312,Kitchen's Mexican Zone,Jaipur,Mughlai,312_2,Loved the dal makhani. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
313,Garden's Chinese Express,Hyderabad,Fast Food,313_0,Average place for a quick meal. tacos was acceptable.,0.3182,0.247,0.0,0.753,Positive
313,Garden's Chinese Express,Hyderabad,Fast Food,313_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
313,Garden's Chinese Express,Hyderabad,Fast Food,313_2,Outstanding quality. The tacos exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
314,Golden's North Indian House,Delhi,Mughlai,314_0,Average place for a quick meal. tacos was acceptable.,0.3182,0.247,0.0,0.753,Positive
314,Golden's North Indian House,Delhi,Mughlai,314_1,Nothing special but not bad either. Typical Mughlai fare.,0.4847,0.304,0.131,0.564,Positive
314,Golden's North Indian House,Delhi,Mughlai,314_2,Amazing Mughlai food! The pizza was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
315,Urban Garden,Delhi,Fast Food,315_0,The kebab tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
315,Urban Garden,Delhi,Fast Food,315_1,Excellent service and quick delivery. The burger is a must-try.,0.5719,0.316,0.0,0.684,Positive
315,Urban Garden,Delhi,Fast Food,315_2,Average at best. There are better Fast Food places in Delhi.,0.7964,0.441,0.0,0.559,Positive
316,Cafe's Chinese Tales,Chennai,South Indian,316_0,Cozy place with authentic South Indian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
316,Cafe's Chinese Tales,Chennai,South Indian,316_1,Excellent service and quick delivery. The thali is a must-try.,0.5719,0.316,0.0,0.684,Positive
316,Cafe's Chinese Tales,Chennai,South Indian,316_2,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
317,Golden's South Indian Zone,Mumbai,Continental,317_0,Best Continental restaurant in Mumbai. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
317,Golden's South Indian Zone,Mumbai,Continental,317_1,Excellent service and quick delivery. The fried rice is a must-try.,0.5719,0.291,0.0,0.709,Positive
317,Golden's South Indian Zone,Mumbai,Continental,317_2,Nothing special but not bad either. Typical Continental fare.,0.4847,0.304,0.131,0.564,Positive
318,Fusion's Thai House,Ahmedabad,South Indian,318_0,The fried rice tasted stale. Hygiene standards need improvement.,0.4588,0.273,0.0,0.727,Positive
318,Fusion's Thai House,Ahmedabad,South Indian,318_1,Nothing special but not bad either. Typical South Indian fare.,0.4847,0.282,0.122,0.597,Positive
